clues,nombre,domicilio,codigoPostal,numeroLongitud,numeroLatitud,entidad,estado,institucion,jurisdiccion,localidad,municipio,tipologia
CSSSA018641,VILLA DEL MAR,PRINCIPAL A UN LADO DE LA CASA DEL SR. ISIDRO VILLANUEVA,30450,-93.958611,16.129722,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Villa del Mar,ARRIAGA,CENTRO DE SALUD
CSSSA000482,LA AZTECA,A UN COSTADO DE LA AGENCIA MUNICIPAL,30453,-93.944444,16.218333,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Azteca (La Punta),ARRIAGA,CENTRO DE SALUD
CSSSA000465,ARRIAGA,SEGUNDA SUR Y TERCERA PONIENTE,30450,-93.9041,16.2332,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Arriaga,ARRIAGA,CENTRO DE SALUD
CSSSA000453,HOSPITAL GENERAL JUÁREZ ARRIAGA,"Boulevard S/N, Francisco Sarabia, col. Nueva Esperanza",30450,-93.8875,16.241389,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Arriaga,ARRIAGA,HOPITAL GENERAL
CSSSA000470,LAS ARENAS,PRINCIPAL POR LA TIENDA COPLAMAR,30450,-94.005278,16.225,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Las Arenas,ARRIAGA,CASA DE SALUD
CSSSA000494,COL. 5 DE FEBRERO (CALERA),POBLADO CALERA,30450,-93.803611,16.224167,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,5 de Febrero,ARRIAGA,CASA DE SALUD
CSSSA000552,AGRÍCOLA 20 DE NOVIEMBRE ( LA MICA),DOMICILIO CONOCIDO,30450,-93.815,16.306111,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Agrícola Veinte de Noviembre,ARRIAGA,CASA DE SALUD
CSSMP001124,FARMACIAS SIMILARES,SIN DOMICILIO,30450,,,CHIAPAS,EN OPERACIÓN,SMP,TONALÁ,Arriaga,ARRIAGA,NO ESPECIFICADO
CSSMP001133,FARMACIAS SIMILARES,SIN DOMICILIO,30450,,,CHIAPAS,EN OPERACIÓN,SMP,TONALÁ,Arriaga,ARRIAGA,NO ESPECIFICADO
CSIMO003484,LA CENTRAL,DOMICILIO CONOCIDO,30540,-93.298333,15.7275,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,La Central,PIJIJIAPAN,UNIDAD MEDICA
CSIMO003496,LAS CUACHES,DOMICILIO CONOCIDO,30540,-93.1475,15.458611,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Las Cuaches,PIJIJIAPAN,UNIDAD MEDICA
CSIMO003501,JOAQUÍN MIGUEL GUTIÉRREZ (MARGARITAS),DOMICILIO CONOCIDO,30829,-93.093056,15.550278,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Joaquín Miguel Gutiérrez (Margaritas),PIJIJIAPAN,UNIDAD MEDICA
CSIMO003513,EL PALMARCITO,DOMICILIO CONOCIDO,30503,-93.213889,15.4975,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,El Palmarcito,PIJIJIAPAN,UNIDAD MEDICA
CSIMO003525,PLAN DE AYALA,DOMICILIO CONOCIDO,30540,-93.036389,15.661111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Plan de Ayala,PIJIJIAPAN,UNIDAD MEDICA
CSIMO004761,CELESTINO GASCA VILLASEÑOR (NUEVO MILENIO),DOMICILIO CONOCIDO,29755,-93.361944,15.807222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Celestino Gasca Villaseñor (Nuevo Milenio),PIJIJIAPAN,UNIDAD MEDICA
CSIMS000164,UMF 33 PIJIJIAPAN,SEXTA PONIENTE,30540,-93.2112,15.6841,CHIAPAS,EN OPERACIÓN,IMSS,TONALÁ,Pijijiapan,PIJIJIAPAN,UNIDAD MEDICA
CSIST000403,PIJIJIAPAN,AVENIDA MIGUEL ALEMÁN SUR,99999,-93.2092,15.6879,CHIAPAS,EN OPERACIÓN,ISSSTE,TONALÁ,Pijijiapan,PIJIJIAPAN,UNIDAD MEDICA
CSSMP000596,SANATORIO ARGEL,"2A Av. Norte entre 4a y 5a Poniente Norte, Barrio Las Flores",30540,-93.211325,15.689409,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Pijijiapan,PIJIJIAPAN,NO ESPECIFICADO
CSSMP000601,CLINICA SAN JOSE,"7a av. Sur y 2a Oriente, Barrio San José",30540,-93.210602,15.680256,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Pijijiapan,PIJIJIAPAN,NO ESPECIFICADO
CSSMP000613,CLINICA DR. WALTER CHIU LARA,"1a Oriente Norte no. 12, esq. 1a. Av. Norte Oriente",30540,-93.207428,15.686034,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Pijijiapan,PIJIJIAPAN,NO ESPECIFICADO
CSSMP000625,CLINICA PIJIJIAPAN,"1a Oriente Y 4a Av Sur Oriente mza. 028, Barrio San José",30540,-93.209734,15.683142,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Pijijiapan,PIJIJIAPAN,NO ESPECIFICADO
CSSMP000630,SANATORIO MONSERRAT,"Calle Central Norte (manzana 027) , Barrio Nuevo, entre 4a av. Norte oriente y carretera Costera.",30540,-93.206566,15.689032,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Pijijiapan,PIJIJIAPAN,NO ESPECIFICADO
CSSSA005032,LAS BRISAS,A LA VUELTA DE LA IGLESIA CATÓLICA,30540,-93.116667,15.518056,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Las Brisas,PIJIJIAPAN,CENTRO DE SALUD
CSSSA018653,CACHIMBO,PRINCIPAL ANTES DEL CRUCERO DEL CAMINO A LAS GARZAS,30540,-93.243611,15.677222,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Cachimbo,PIJIJIAPAN,CENTRO DE SALUD
CSSSA005056,EL CARMEN,AVENIDA JARDÍN DE NIÑOS Y BELISARIO DOMÍNGUEZ,30540,-93.1275,15.572778,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Carmen,PIJIJIAPAN,CENTRO DE SALUD
CSSSA005061,NUEVA COAPA ECHEGARAY,CONTRA ESQUINA ESCUELA PRIMARIA,30540,-93.166111,15.625,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Nueva Coapa (Estación Echegaray),PIJIJIAPAN,CENTRO DE SALUD
CSSSA005073,HERMENEGILDO GALEANA,A LA VUELTA DE LA CASA DEL AGENTE MUNICIPAL,30540,-93.006944,15.552778,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Hermenegildo Galeana,PIJIJIAPAN,CENTRO DE SALUD
CSSSA005085,JOAQUÍN AMARO (EJIDO TAMAULIPAS),FRENTE A LA COOPERATIVA PESQUERA,30540,-93.4066,15.7707,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tamaulipas (Joaquín Amaro),PIJIJIAPAN,CENTRO DE SALUD
CSSSA018665,PUENTE MARGARITA,A UN LADO DEL JARDÍN DE NIÑOS,30540,-93.06,15.59,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Puente Margaritas,PIJIJIAPAN,CENTRO DE SALUD
CSSSA005131,SAN ISIDRO,GUSTAVO THOMAS,30540,-93.354167,15.740833,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,San Isidro,PIJIJIAPAN,CENTRO DE SALUD
CSSSA005155,EJIDO LA ESPERANZA (ZAPOTAL),SECTOR 1,30540,-93.164167,15.449167,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,La Esperanza (El Zapotal),PIJIJIAPAN,CENTRO DE SALUD
CSSSA005242,NUEVO MILENIO SANTA CRUZ,FRENTE A LA ESCUELA PRIMARIA,30540,-93.284722,15.743056,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Nuevo Milenio Santa Cruz la Central,PIJIJIAPAN,CENTRO DE SALUD
CSSSA018740,H. B. C. DR. RAFAEL ALFARO GONZÁLEZ PIJIJIAPAN,"3a Calle Oriente Sur Camino San Juan S/N, Privada Segunda Oriente Sur, Barrio los Pinos",30540,-93.211915,15.670686,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Pijijiapan,PIJIJIAPAN,HOSPITAL
CSSSA007156,CENICEROS,NO DISPONIBLE,30451,-93.186944,15.546667,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Ceniceros,PIJIJIAPAN,CARAVANA
CSSSA005114,EL TOPÓN,A UN LADO DEL JARDÍN DE NIÑOS,99999,-93.258056,15.588333,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Topón,PIJIJIAPAN,CARAVANA
CSSSA005044,EL ROSARIO,PRINCIPAL ANTES DEL CRUCERO A LAS GARZAS,99999,-92.981667,15.628056,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Rosario,PIJIJIAPAN,CARAVANA
CSSSA000540,EL FORTÍN,JUNTO A LA CASA DEL SR. ISIDRO VILLANUEVA,99999,-93.3853,15.6458,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Fortín,PIJIJIAPAN,CARAVANA
CSSSA020053,CLÍNICA DE LA MUJER PIJIJIAPAN,CARRETERA A PALO BLANCO,30540,,,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Pijijiapan,PIJIJIAPAN,CLINICA DE ESPECIALIDADES
CSSSA005090,NUEVA FLOR,PRINCIPAL,30540,-93.125556,15.665278,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Nueva Flor,PIJIJIAPAN,CASA DE SALUD
CSSSA005102,PROGRESO,ENTRE EL PARQUE EJIDAL Y CASA EJIDAL,30540,-93.1446,15.5981,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Progreso,PIJIJIAPAN,CASA DE SALUD
CSSSA005126,SALTO DE AGUA,A UN LADO TIENDA DE ABARROTES,30540,-93.1927,15.5698,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Salto de Agua,PIJIJIAPAN,CASA DE SALUD
CSSSA005143,TAPACHULITA,AL LADO DE LA TIENDA DICONSA,30540,-93.242778,15.643056,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tapachulita,PIJIJIAPAN,CASA DE SALUD
CSSSA005160,RANCH. CHOCOHUITAL ( EMB. COSTA AZUL),FRENTE DE EMBARCADERO,30540,-93.336111,15.600556,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Chocohuital,PIJIJIAPAN,CASA DE SALUD
CSSSA005172,TUTUAM,CERCA DE LA ESCUELA PRIMARIA,30500,-93.093333,15.439167,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tutuán,PIJIJIAPAN,CASA DE SALUD
CSSSA005184,GUSTAVO LÓPEZ GUTIÉRREZ,CENTRAL,30540,-93.405833,15.803056,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Gustavo López Gutiérrez,PIJIJIAPAN,CASA DE SALUD
CSSSA005196,EJIDO NUEVA URBINA,CONTRA ESQUINA DE LA TIENDA DE ABARROTES,30540,-93.2537,15.7246,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Nueva Urbina,PIJIJIAPAN,CASA DE SALUD
CSSSA005201,EJIDO EL VERGEL,AL TERMINAR CALLE PRINCIPAL,30540,-92.970278,15.643889,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Vergel,PIJIJIAPAN,CASA DE SALUD
CSSSA005213,EJIDO LA CONQUISTA,FRENTE AL CAMPO DE FUTBOL,30540,-93.4131,15.6662,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,La Conquista,PIJIJIAPAN,CASA DE SALUD
CSSSA005225,NUEVO TENEJAPA (EL RECREO),CONTRA ESQUINA DEL PARQUE,30540,-93.286944,15.777222,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Recreo (Tenejapa),PIJIJIAPAN,CASA DE SALUD
CSSSA005230,SAN ANTONIO MANCOMUN,A UN LADO DEL RÍO,30540,-93.1625,15.753611,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,San Antonio,PIJIJIAPAN,CASA DE SALUD
CSSSA005020,PIJIJIAPAN,SEXTA PONIENTE NORTE,30540,-93.209167,15.686667,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Pijijiapan,PIJIJIAPAN,CENTRO DE SALUD
CSSMP001424,FARMACIAS SIMILARES,SIN DOMICILIO,30540,,,CHIAPAS,EN OPERACIÓN,SMP,TONALÁ,Pijijiapan,PIJIJIAPAN,NO ESPECIFICADO
CSSMP001433,FARMACIAS SIMILARES,SIN DOMICILIO,30540,,,CHIAPAS,EN OPERACIÓN,SMP,TONALÁ,Pijijiapan,PIJIJIAPAN,NO ESPECIFICADO
CSIMO004662,HUANACASTAL,DOMICILIO CONOCIDO,29718,-93.833056,16.144722,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Huanacastal,TONALÁ,UNIDAD MEDICA
CSIMO004674,DURANGO (VÍCTORICO R. GRAJALES),DOMICILIO CONOCIDO,30503,-93.874167,16.135833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Durango (Victórico R. Grajales),TONALÁ,UNIDAD MEDICA
CSIMO004686,TRES PICOS,DOMICILIO CONOCIDO,30515,-93.526944,15.879167,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Tres Picos,TONALÁ,UNIDAD MEDICA
CSIMO004691,GENERAL ALBERTO PINEDA,DOMICILIO CONOCIDO,30503,-93.437222,15.821111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,General Alberto Pineda,TONALÁ,UNIDAD MEDICA
CSIMO004703,HUIZACHAL,DOMICILIO CONOCIDO,30500,-93.801667,16.051111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Huizachal,TONALÁ,UNIDAD MEDICA
CSIMO004715,MANUEL ÁVILA CAMACHO (PONTE DURO),DOMICILIO CONOCIDO,30513,-93.589444,15.81,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Manuel Ávila Camacho (Ponte Duro),TONALÁ,UNIDAD MEDICA
CSIMO004720,MIGUEL HIDALGO NO. 1,DOMICILIO CONOCIDO,30491,-93.697778,16.108333,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Miguel Hidalgo Número Uno,TONALÁ,UNIDAD MEDICA
CSIMO004732,VICENTE GUERRERO,DOMICILIO CONOCIDO,30505,-93.748611,16.000833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Vicente Guerrero,TONALÁ,UNIDAD MEDICA
CSIMO004744,MIGUEL HIDALGO NÚMERO DOS (20 DE NOVIEMBRE),DOMICILIO CONOCIDO,30503,-93.809722,15.951389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Miguel Hidalgo Número Dos (Veinte de Noviembre),TONALÁ,UNIDAD MEDICA
CSIMO004756,RAYMUNDO FLORES FUENTES,DOMICILIO CONOCIDO,30503,-93.619167,16.036667,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Raymundo Flores Fuentes,TONALÁ,UNIDAD MEDICA
CSIMO006013,TONALÁ,AVENIDA HIDALGO,99999,-93.7551,16.0907,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,TONALÁ,Tonalá,TONALÁ,UNIDAD MEDICA
CSIMS000246,H.G.S. M.F. NO. 15 TONALA,"Prol. Av. Hidalgo S/N, Col. Toala",30500,-93.762985,16.095103,CHIAPAS,EN OPERACIÓN,IMSS,TONALÁ,Tonalá,TONALÁ,HOSPITAL GENERAL
CSIST000234,TONALA,CARRETERA PAREDON KM2,99999,-93.7693,16.081,CHIAPAS,EN OPERACIÓN,ISSSTE,TONALÁ,Tonalá,TONALÁ,UNIDAD MEDICA
CSSME000124,COORDINACIÓN MEDICA TONALÁ,"Av. Rinconada del Bosque S/N , Fracc. la Alborada",30500,-93.7514,16.0894,CHIAPAS,EN OPERACIÓN,ESTATAL,TONALÁ,Tonalá,TONALÁ,NO ESPECIFICADO
CSSMP000584,CLÍNICA VILLA DE GUADALUPE,"Av. Galeana esq. Calle Libertad s/n, Col. Evolución. Frente al Parque Evolución.",30500,-93.764677,16.08894,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Tonalá,TONALÁ,NO ESPECIFICADO
CSSMP000642,CLÍNICA SAN FRANCISCO,"Calle 5 de Febrero no. 106, col. Centro. Entre Av. Aldama y av. Zaragoza.",30500,-93.753527,16.087966,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Tonalá,TONALÁ,NO ESPECIFICADO
CSSMP000654,SANATORIO PRIVADO CHANTAL GÓMEZ,"Av. Ferrocarril no. 730, Barrio Catan, Esq. Calle 20 de Marzo",30500,-93.753665,16.083952,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Tonalá,TONALÁ,NO ESPECIFICADO
CSSMP000666,CENTRAL MÉDICA QUIRÚRGICA,"Av. 20 de Marzo no.  29, Barrio Nicatán. Esq. Allende",30500,-93.751163,16.087279,CHIAPAS,EN OPERACIÓN,PRIVADA,TONALÁ,Tonalá,TONALÁ,NO ESPECIFICADO
CSSSA007144,IGNACIO RAMÍREZ,NO DISPONIBLE,30500,-93.871111,16.11,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Ignacio Ramírez,TONALÁ,CENTRO DE SALUD
CSSSA018670,LA LAGUNA,JUNTO A LA CASA EJIDAL,30500,-93.806389,16.002222,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,La Laguna,TONALÁ,CENTRO DE SALUD
CSSSA017620,EL MANGUITO,FRENTE A LA ESCUELA PRIMARIA BENITO JUÁREZ,30500,-93.528611,15.759167,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Manguito,TONALÁ,CENTRO DE SALUD
CSSSA007161,NOYOLA,NO DISPONIBLE,30500,-93.7675,16.038889,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Noyola,TONALÁ,CENTRO DE SALUD
CSSSA007185,PUEBLO NUEVO,NO DISPONIBLE,30500,-93.655,15.852778,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Pueblo Nuevo (San Cayetano),TONALÁ,CENTRO DE SALUD
CSSSA018682,LA POLKA,A 50 METROS DE LA CALLE PRINCIPAL DESPUÉS DE LA IGLESIA CATÓLICA,30500,-93.663056,15.956389,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,La Polka,TONALÁ,CENTRO DE SALUD
CSSSA007226,EJIDO MORELOS (ESTACIÓN MOJARRAS),NO DISPONIBLE,30500,-93.631944,15.861944,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Morelos (Mojarras),TONALÁ,CENTRO DE SALUD
CSSSA017406,ALMACÉN JURISDICCIONAL (TONALÁ),NO DISPONIBLE,30500,-93.7578,16.0909,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tonalá,TONALÁ,ALMACEN
CSSSA007091,PUERTO ARISTA,NO DISPONIBLE,30457,-93.809444,15.935,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Puerto Arista,TONALÁ,CENTRO DE SALUD
CSSSA007115,CABEZA DE TORO,NO DISPONIBLE,30500,-93.780278,15.932778,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Cabeza de Toro,TONALÁ,CENTRO DE SALUD
CSSSA007173,BAHÍA DE PAREDÓN,NO DISPONIBLE,30500,-93.866667,16.050833,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Paredón,TONALÁ,CENTRO DE SALUD
CSSSA007086,TONALÁ,NO DISPONIBLE,30500,-93.7574,16.0924,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tonalá,TONALÁ,CENTRO DE SALUD
CSSSA007074,HOSPITAL GENERAL DR. JUAN C. CORZO TONALÁ,Av. 27 de Septiembre Y Francisco Javier Mina,30500,-93.744722,16.089722,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tonalá,TONALÁ,HOPITAL GENERAL
CSSSA017295,OFICINA JURISDICCIONAL (TONALÁ),NO DISPONIBLE,30500,-93.7609,16.0858,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tonalá,TONALÁ,OFICINAS
CSSSA007190,EL CONGRESO,NO DISPONIBLE,30500,-93.79,16.049722,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Congreso,TONALÁ,CARAVANA
CSSSA019126,CLÍNICA DE LA MUJER TONALÁ,JUAN JOSÉ CALZADA,30500,-93.771,16.0902,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tonalá,TONALÁ,CLINICA DE ESPECIALIDADES
CSSSA019160,TONALÁ (UNEME CAPA),JUAN JOSÉ CALZADA,30500,-93.7712,16.0901,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Tonalá,TONALÁ,UNIDAD MEDICA
CSSSA007103,BELISARIO DOMÍNGUEZ,NO DISPONIBLE,30500,-93.704444,15.889444,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Doctor Belisario Domínguez (La Barra),TONALÁ,CASA DE SALUD
CSSSA007120,LA ESPERANZA,NO DISPONIBLE,30500,-93.4225,15.8523,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,La Esperanza,TONALÁ,CASA DE SALUD
CSSSA007132,HUACHIPILÍN CALENTURA,NO DISPONIBLE,30500,-93.805278,16.075833,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Huachipilín Calentura (La Ramadita),TONALÁ,CASA DE SALUD
CSSSA007202,EL TERRERO,NO DISPONIBLE,30500,-93.826389,16.091389,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Terrero,TONALÁ,CASA DE SALUD
CSSSA007214,20 DE NOVIEMBRE,NO DISPONIBLE,30500,-93.781111,15.965556,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Veinte de Noviembre,TONALÁ,CASA DE SALUD
CSSSA007231,SAN LUQUEÑO (LA COSTA),NO DISPONIBLE,30500,-93.845833,16.012778,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,San Luqueño,TONALÁ,CASA DE SALUD
CSSSA007243,UNIÓN Y PROGRESO,NO DISPONIBLE,30540,-93.502778,15.901111,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Unión y Progreso,TONALÁ,CASA DE SALUD
CSSSA007255,NATALIO VAZQUEZ PALLARES,NO DISPONIBLE,30500,-93.585278,15.940556,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,Natalio Vázquez P.,TONALÁ,CASA DE SALUD
CSSSA013105,CENTRO DE SALUD RURAL RANCHERIA EL CONGRESO,FRENTE AL PARQUE CENTRAL,30500,-93.790625,16.050698,CHIAPAS,EN OPERACIÓN,SSA,TONALÁ,El Congreso,TONALÁ,CENTRO DE SALUD
CSSMP001802,FARMACIAS SIMILARES,SIN DOMICILIO,30500,,,CHIAPAS,EN OPERACIÓN,SMP,TONALÁ,Tonalá,TONALÁ,NO ESPECIFICADO
CSSMP001811,FARMACIAS SIMILARES,SIN DOMICILIO,30500,,,CHIAPAS,EN OPERACIÓN,SMP,TONALÁ,Tonalá,TONALÁ,NO ESPECIFICADO
CSIMO000170,H. R. S. (OPORTUNIDADES) ALTAMIRANO,Av. 20 de Noviembre n/a,30180,-92.043105,16.720349,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,OCOSINGO,Altamirano,ALTAMIRANO,HOSPITAL RURAL
CSIMO000182,LUIS ESPINOZA,DOMICILIO CONOCIDO,29821,-91.622778,16.587222,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,OCOSINGO,Luis Espinoza,ALTAMIRANO,UNIDAD MEDICA
CSIMO000194,PUEBLA VIEJO,DOMICILIO CONOCIDO,30190,-91.949444,16.649444,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,OCOSINGO,Puebla Viejo,ALTAMIRANO,UNIDAD MEDICA
CSIMO000206,PUERTO RICO,DOMICILIO CONOCIDO,30190,-91.872778,16.61,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,OCOSINGO,Puerto Rico,ALTAMIRANO,UNIDAD MEDICA
CSIMO000211,VENUSTIANO CARRANZA,DOMICILIO CONOCIDO,30196,-91.817222,16.669444,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,OCOSINGO,Venustiano Carranza,ALTAMIRANO,UNIDAD MEDICA
CSIST000350,ALTAMIRANO,AVENIDA 20 DE NOVIEMBRE,99999,-92.0408,16.7285,CHIAPAS,EN OPERACIÓN,ISSSTE,OCOSINGO,Altamirano,ALTAMIRANO,UNIDAD MEDICA
CSSMP000543,HOSPITAL SAN CARLOS,1a Av. Ubilio García Caballero S/N esq. 6a sur oriente,30190,-92.041317,16.73045,CHIAPAS,EN OPERACIÓN,PRIVADA,OCOSINGO,Altamirano,ALTAMIRANO,NO ESPECIFICADO
CSSSA018443,CENTRO DE SALUD MICROREGIONAL BELISARIO DOMÍNGUEZ,FRENTE A LA ESCUELA PRIMARIA,30196,-91.743333,16.644722,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,Belisario Domínguez,ALTAMIRANO,CENTRO DE SALUD
CSSSA000173,BIENES COMUNALES LA LAGUNA,A UN COSTADO DEL JARDÍN DE NIÑOS,29940,-91.947778,16.690833,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,La Laguna,ALTAMIRANO,CENTRO DE SALUD
CSSSA000202,MORELIA,A 50 METROS DE LA ESCUELA PRIMARIA,30190,-91.967778,16.723056,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,Morelia (Victórico Rodolfo Grajales),ALTAMIRANO,CARAVANA
CSSSA012295,CARAVANA TIPO 0  MORELIA (VICTORICO RODULFO GRAJALES),11a. SUR ORIENTE,29950,-91.712251,17.029729,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,Morelia (Victórico Rodolfo Grajales),ALTAMIRANO,CARAVANA
CSSSA012283,CARAVANA TIPO 0 SAN MIGUEL CHIPTIC,11a SUR ORIENTE,29950,-91.930833,17.030556,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,San Miguel Chiptic,ALTAMIRANO,CARAVANA
CSSSA000161,LA GRANDEZA,A 100 METROS DE LA ESCUELA PRIMARIA BILINGÃœE,30190,-91.788056,16.709444,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,La Grandeza,ALTAMIRANO,CASA DE SALUD
CSSSA000185,SANTA CECILIA EL PEDREGAL,A COSTADO DE LA ESCUELA PRIMARIA CONAFE BENITO JUÁREZ,30190,-91.9679,16.8024,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,Santa Cecilia,ALTAMIRANO,CASA DE SALUD
CSSSA000190,NUEVA GALILEA,FRENTE A LA CASA EJIDAL,30190,-91.778056,16.624722,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,Nueva Galilea,ALTAMIRANO,CASA DE SALUD
CSSSA000214,SAN MIGUEL CHIPTIC,JUNTO EN LA ESCUELA PRIMARIA BILINGÃœE MIGUEL HIDALGO,30190,-91.992428,16.61928,CHIAPAS,EN OPERACIÓN,SSA,OCOSINGO,San Miguel Chiptic,ALTAMIRANO,CASA DE SALUD
CSCRO000056,CRUZ ROJA MEXICANA DELEGACIÓN LOCAL EN CHILÓN,"Av. Porfirio Díaz no. 100, col Centro",29940,-92.278276,17.107109,CHIAPAS,EN OPERACIÓN,CRUZ ROJA,OCOSINGO,Chilón,CHILÓN,NO ESPECIFICADO
